epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,2096.59,1.06573,0.68262,1.23141,0.91778,0.75556,0.75017,0.45889,1.5634,0.83458,1.5571,0.00043325,0.00043325,0.00043325
35,2155.19,0.98935,0.67932,1.17217,0.90157,0.71111,0.76199,0.45266,1.54798,0.84602,1.51756,0.0004085,0.0004085,0.0004085
36,2217.14,1.04746,0.70992,1.20215,0.91185,0.71111,0.75719,0.46398,1.50308,0.82836,1.50365,0.00038375,0.00038375,0.00038375
37,2284.87,0.99179,0.64502,1.1967,0.84105,0.75556,0.76496,0.4722,1.53253,0.82517,1.5424,0.000359,0.000359,0.000359
38,2345.51,1.05468,0.69934,1.22081,0.84117,0.75556,0.76726,0.44852,1.55677,0.86365,1.58169,0.00033425,0.00033425,0.00033425
39,2405.89,0.99672,0.65651,1.17999,0.82282,0.73333,0.75367,0.44301,1.53231,0.87235,1.60594,0.0003095,0.0003095,0.0003095
40,2466.64,0.99991,0.65468,1.17791,0.86819,0.68889,0.74022,0.43443,1.53052,0.84933,1.62655,0.00028475,0.00028475,0.00028475
41,2533.19,0.88623,0.5245,1.1104,0.7982,0.73333,0.73467,0.4421,1.54288,0.82961,1.61772,0.00026,0.00026,0.00026
42,2590.27,0.84403,0.48379,1.1025,0.8031,0.73333,0.7321,0.44139,1.56956,0.83075,1.61678,0.00023525,0.00023525,0.00023525
43,2647.43,0.8665,0.55104,1.18587,0.8444,0.68889,0.73419,0.41599,1.59933,0.82053,1.64655,0.0002105,0.0002105,0.0002105
44,2701.14,0.82854,0.45688,1.10413,0.75382,0.71111,0.71667,0.43485,1.55743,0.80315,1.61322,0.00018575,0.00018575,0.00018575
45,2761.57,0.75078,0.41332,1.07273,0.81412,0.68145,0.72631,0.4456,1.55741,0.80074,1.60825,0.000161,0.000161,0.000161
46,2822.55,0.75033,0.42572,1.0687,0.76723,0.68889,0.73566,0.44547,1.56986,0.82493,1.62586,0.00013625,0.00013625,0.00013625
47,2881.24,0.7837,0.41961,1.07106,0.8372,0.68573,0.77131,0.45666,1.56601,0.83747,1.61525,0.0001115,0.0001115,0.0001115
48,2938.97,0.75779,0.39784,1.06152,0.83757,0.68755,0.77046,0.44984,1.56597,0.82791,1.62226,8.675e-05,8.675e-05,8.675e-05
49,3003.19,0.75682,0.40335,1.05451,0.83636,0.68889,0.77548,0.45433,1.55747,0.81239,1.61051,6.2e-05,6.2e-05,6.2e-05
50,3067.98,0.764,0.42042,1.05233,0.83591,0.68889,0.7822,0.45837,1.54884,0.79202,1.60553,3.725e-05,3.725e-05,3.725e-05
