epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,479.177,1.01416,0.90907,1.39712,0.41621,0.42857,0.3751,0.19093,2.70578,1.56068,2.56571,0.00058175,0.00058175,0.00058175
29,494.042,1.08051,0.83151,1.39299,0.57665,0.39521,0.40592,0.21684,2.74872,1.58159,2.65354,0.000557,0.000557,0.000557
30,509.937,0.99208,0.86219,1.36268,0.3348,0.42857,0.33156,0.1844,2.72448,1.55894,2.69089,0.00053225,0.00053225,0.00053225
31,525.838,1.08106,0.92189,1.41994,0.47146,0.42857,0.39176,0.21846,2.66327,1.44284,2.62097,0.0005075,0.0005075,0.0005075
32,545.031,0.97904,0.78597,1.37427,0.47733,0.42857,0.39959,0.21248,2.6594,1.34917,2.61518,0.00048275,0.00048275,0.00048275
33,564.955,0.97714,0.83602,1.34102,0.54182,0.57143,0.53984,0.23821,2.47747,1.32231,2.29236,0.000458,0.000458,0.000458
34,586.716,0.95938,0.77475,1.31135,0.45202,0.42857,0.43365,0.23051,2.4879,1.26728,2.3204,0.00043325,0.00043325,0.00043325
35,603.233,0.97414,0.76592,1.3782,0.50488,0.42857,0.49782,0.25335,2.3183,1.31718,2.13254,0.0004085,0.0004085,0.0004085
36,621.945,0.96481,0.75914,1.33637,0.55472,0.42857,0.50215,0.25306,2.21501,1.33073,2.05475,0.00038375,0.00038375,0.00038375
37,640.072,0.95596,0.75009,1.32799,0.47868,0.42857,0.49909,0.25227,2.17839,1.32473,2.03499,0.000359,0.000359,0.000359
38,658.532,1.00118,0.81514,1.38376,0.45847,0.42857,0.48583,0.25986,2.32224,1.36412,2.2103,0.00033425,0.00033425,0.00033425
39,676.037,0.97813,0.7711,1.3074,0.436,0.42857,0.4383,0.2098,2.19557,1.53391,2.17666,0.0003095,0.0003095,0.0003095
40,693.868,0.98446,0.80189,1.31094,0.42636,0.42857,0.42849,0.21023,2.3483,1.59565,2.34314,0.00028475,0.00028475,0.00028475
41,713.865,0.79456,0.61326,1.30216,0.41785,0.42857,0.43074,0.20607,2.3068,1.57891,2.26625,0.00026,0.00026,0.00026
42,731.932,0.83361,0.64852,1.30486,0.48614,0.57143,0.47717,0.1834,2.31495,1.57017,2.3068,0.00023525,0.00023525,0.00023525
43,747.8,0.85385,0.65012,1.32494,0.4026,0.67638,0.50768,0.20134,2.38549,1.52829,2.38172,0.0002105,0.0002105,0.0002105
44,763.824,0.8925,0.61928,1.39468,0.48432,0.42857,0.465,0.20998,2.3911,1.52042,2.40526,0.00018575,0.00018575,0.00018575
45,782.186,0.80976,0.63308,1.25909,0.49086,0.42857,0.48766,0.21389,2.44545,1.52602,2.48446,0.000161,0.000161,0.000161
46,798.599,0.79208,0.56176,1.33518,0.49993,0.42847,0.49166,0.21378,2.48587,1.49997,2.54901,0.00013625,0.00013625,0.00013625
47,815.181,0.80497,0.59392,1.24527,0.49533,0.42857,0.48552,0.21242,2.43955,1.50923,2.50056,0.0001115,0.0001115,0.0001115
48,832.976,0.81153,0.54401,1.26094,0.43061,0.57143,0.51825,0.21665,2.38998,1.48538,2.44246,8.675e-05,8.675e-05,8.675e-05
49,849.062,0.81758,0.59533,1.31057,0.52803,0.57143,0.53411,0.22477,2.28756,1.4925,2.32982,6.2e-05,6.2e-05,6.2e-05
50,865.766,0.77217,0.54056,1.31447,0.54595,0.57143,0.53238,0.23752,2.28896,1.44953,2.26715,3.725e-05,3.725e-05,3.725e-05
