epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1532.8,1.28417,2.33688,1.57835,0.55228,0.61344,0.5555,0.30668,1.38033,2.16544,1.73705,0.000415767,0.000415767,0.000415767
2,3245.89,1.33989,1.83741,1.61824,0.61029,0.56828,0.57864,0.31361,1.43417,1.89576,1.77406,0.000815951,0.000815951,0.000815951
3,4918.48,1.35707,1.71238,1.63214,0.6852,0.56406,0.64275,0.32978,1.53653,1.94399,1.89067,0.00119964,0.00119964,0.00119964
4,6593.4,1.32296,1.60678,1.6009,0.74056,0.70878,0.71806,0.41176,1.35537,1.4224,1.76487,0.00117575,0.00117575,0.00117575
5,8209.4,1.27843,1.48575,1.56765,0.71069,0.65939,0.71463,0.41244,1.32764,1.38076,1.69083,0.001151,0.001151,0.001151
6,9815.27,1.2375,1.39525,1.52559,0.80818,0.73479,0.80157,0.49638,1.26886,1.22922,1.62486,0.00112625,0.00112625,0.00112625
7,11416.9,1.20658,1.34457,1.50851,0.82456,0.79321,0.84535,0.53898,1.17221,1.0394,1.5598,0.0011015,0.0011015,0.0011015
8,13020.8,1.16163,1.26123,1.47351,0.78824,0.75518,0.81372,0.51532,1.25005,1.15465,1.61729,0.00107675,0.00107675,0.00107675
9,14610,1.14719,1.22271,1.46756,0.82086,0.77803,0.84627,0.55018,1.18353,1.0193,1.54638,0.001052,0.001052,0.001052
10,16203.4,1.12746,1.18378,1.44451,0.83501,0.79812,0.85811,0.57027,1.10587,0.96613,1.47911,0.00102725,0.00102725,0.00102725
11,17758.6,1.10221,1.12669,1.42373,0.85014,0.79037,0.84917,0.5828,1.06387,0.97198,1.45688,0.0010025,0.0010025,0.0010025
12,19329.8,1.09718,1.10002,1.41345,0.83453,0.79035,0.8561,0.5876,1.06179,0.92562,1.4344,0.00097775,0.00097775,0.00097775
13,20886.4,1.08185,1.08279,1.40143,0.86028,0.80785,0.87174,0.58462,1.11111,0.89603,1.47913,0.000953,0.000953,0.000953
14,22435.4,1.06164,1.05355,1.39606,0.85563,0.84224,0.8774,0.6111,1.05822,0.87008,1.44609,0.00092825,0.00092825,0.00092825
15,24003.2,1.04837,1.03244,1.38416,0.85003,0.85712,0.88378,0.61152,1.02572,0.84111,1.41212,0.0009035,0.0009035,0.0009035
16,25573.4,1.03998,1.01918,1.3764,0.85331,0.833,0.88624,0.6237,1.02718,0.81003,1.40939,0.00087875,0.00087875,0.00087875
17,27157.4,1.03032,0.98365,1.36606,0.86393,0.83128,0.88761,0.62948,1.00462,0.78459,1.38785,0.000854,0.000854,0.000854
18,28773.7,1.0167,0.95542,1.35464,0.88323,0.86538,0.91452,0.64815,1.00265,0.7371,1.38956,0.00082925,0.00082925,0.00082925
19,30337.6,1.00537,0.93757,1.34613,0.88689,0.87065,0.90749,0.65137,0.9867,0.72476,1.39236,0.0008045,0.0008045,0.0008045
20,31917.8,1.00355,0.91055,1.33909,0.8644,0.87519,0.91225,0.64325,0.99986,0.72639,1.38082,0.00077975,0.00077975,0.00077975
21,33498.4,0.99325,0.90606,1.33737,0.87928,0.87453,0.91173,0.64298,1.00514,0.72492,1.36958,0.000755,0.000755,0.000755
22,35091.7,0.97581,0.88888,1.32353,0.8835,0.87548,0.90355,0.66232,0.96006,0.70867,1.34196,0.00073025,0.00073025,0.00073025
23,36706.4,0.97194,0.87862,1.32651,0.88232,0.87026,0.91391,0.66478,0.96481,0.6956,1.35733,0.0007055,0.0007055,0.0007055
24,38371.2,0.96433,0.84954,1.31514,0.8855,0.88221,0.91607,0.67332,0.94892,0.67572,1.33842,0.00068075,0.00068075,0.00068075
25,39945.6,0.95136,0.84089,1.3028,0.87424,0.88776,0.91642,0.66539,0.95436,0.67749,1.33742,0.000656,0.000656,0.000656
26,41534.3,0.93695,0.82446,1.30018,0.89308,0.87814,0.9186,0.66916,0.95313,0.67994,1.33493,0.00063125,0.00063125,0.00063125
27,43121.5,0.93153,0.80693,1.29141,0.90843,0.87647,0.91784,0.68138,0.92177,0.66318,1.30292,0.0006065,0.0006065,0.0006065
28,44717.7,0.92372,0.79237,1.2856,0.88695,0.88946,0.92341,0.69071,0.9144,0.65528,1.3052,0.00058175,0.00058175,0.00058175
29,46291.9,0.9178,0.78992,1.27913,0.9035,0.89139,0.92464,0.6884,0.94045,0.65565,1.31513,0.000557,0.000557,0.000557
30,47889.6,0.90371,0.77523,1.27628,0.89102,0.8872,0.92255,0.68282,0.9118,0.64912,1.30627,0.00053225,0.00053225,0.00053225
31,49511.9,0.89363,0.75809,1.26277,0.91726,0.87351,0.92338,0.68986,0.91088,0.6311,1.30746,0.0005075,0.0005075,0.0005075
32,51252.7,0.89576,0.75071,1.26881,0.90892,0.90002,0.93228,0.70215,0.88876,0.61858,1.28387,0.00048275,0.00048275,0.00048275
33,52958.3,0.8846,0.74539,1.25702,0.90803,0.90277,0.93116,0.70128,0.90201,0.60898,1.29572,0.000458,0.000458,0.000458
34,54614.3,0.87361,0.72597,1.24422,0.92286,0.88601,0.92947,0.69579,0.9014,0.61419,1.29015,0.00043325,0.00043325,0.00043325
35,56308.9,0.86523,0.70973,1.23913,0.91198,0.89913,0.93579,0.70901,0.88971,0.58848,1.28387,0.0004085,0.0004085,0.0004085
36,57995.7,0.86181,0.70123,1.23972,0.91374,0.8924,0.92971,0.70246,0.88818,0.59119,1.27711,0.00038375,0.00038375,0.00038375
37,59610.8,0.85101,0.69152,1.23234,0.90905,0.90274,0.92885,0.7085,0.8758,0.58801,1.27314,0.000359,0.000359,0.000359
38,61224.7,0.84594,0.68652,1.23083,0.9155,0.9088,0.93612,0.70312,0.88455,0.57836,1.28289,0.00033425,0.00033425,0.00033425
39,62848.3,0.83915,0.67444,1.2254,0.91456,0.90281,0.93373,0.71088,0.8812,0.57706,1.27645,0.0003095,0.0003095,0.0003095
40,64449.5,0.84169,0.6701,1.22751,0.9289,0.89212,0.9312,0.71007,0.87155,0.58611,1.27582,0.00028475,0.00028475,0.00028475
41,66010.6,0.79113,0.51671,1.23942,0.93015,0.89276,0.93353,0.71595,0.8622,0.57343,1.25908,0.00026,0.00026,0.00026
42,67583.5,0.76218,0.48046,1.21281,0.91317,0.90487,0.93497,0.72366,0.86436,0.56717,1.25957,0.00023525,0.00023525,0.00023525
43,69191.2,0.7416,0.46441,1.19639,0.9341,0.89137,0.93881,0.72434,0.86294,0.56082,1.26235,0.0002105,0.0002105,0.0002105
44,70763.5,0.72733,0.4515,1.18965,0.93007,0.90219,0.9429,0.72493,0.86586,0.5509,1.26647,0.00018575,0.00018575,0.00018575
45,72318.3,0.71553,0.44438,1.17417,0.92972,0.90354,0.94433,0.73139,0.85363,0.53974,1.25571,0.000161,0.000161,0.000161
46,73919.4,0.71278,0.43969,1.17015,0.9418,0.89163,0.94235,0.73179,0.85244,0.54159,1.25621,0.00013625,0.00013625,0.00013625
47,75521.8,0.69717,0.42797,1.16248,0.92172,0.90705,0.94152,0.73445,0.84961,0.54511,1.24595,0.0001115,0.0001115,0.0001115
48,77141.8,0.68934,0.41995,1.15579,0.92122,0.91326,0.94503,0.73961,0.83804,0.54004,1.24391,8.675e-05,8.675e-05,8.675e-05
